DATE,CO,NO,NO2,O3,T,RH,P,G,PM1.0,PM2.5,PM10,WD,WS
2019-11-08 12:35:00,954.0,12.6,2.0,19.6,27.0,48.8,1012.0,832.4,0.4,0.6,0.9,194.6,0.0
2019-11-08 12:46:00,790.9,13.5,-1.1,20.7,27.0,48.2,1012.2,826.8,0.2,0.4,0.4,195.0,0.0
2019-11-08 12:56:00,751.8,15.0,2.0,14.2,27.1,47.6,1012.3,854.7,0.2,0.4,0.4,195.0,0.0
2019-11-08 13:06:00,661.4,13.7,-0.5,20.6,27.1,47.5,1012.2,864.4,0.2,0.3,0.4,195.0,0.0
2019-11-08 13:16:00,565.4,20.4,-2.0,21.9,27.2,47.2,1012.3,863.2,0.2,0.4,0.4,195.0,0.0
2019-11-08 13:26:00,537.0,16.0,0.2,18.4,27.2,47.2,1012.3,861.0,0.2,0.4,0.7,195.3,0.0
2019-11-08 13:36:00,470.0,14.1,-3.0,21.8,27.2,47.2,1012.4,845.9,0.9,1.3,1.5,195.3,0.0
2019-11-08 13:46:00,474.3,13.4,0.8,17.2,27.3,46.8,1012.5,865.0,0.4,0.6,0.7,195.3,0.0
2019-11-08 13:56:00,440.2,13.2,-0.9,20.0,27.3,47.0,1012.6,859.8,0.4,0.5,0.7,195.4,0.0
2019-11-08 14:06:00,421.9,15.5,-1.1,18.5,27.4,46.4,1012.6,865.5,0.4,0.6,0.8,195.7,0.0
2019-11-08 14:16:00,403.6,15.6,-4.5,27.0,27.3,45.8,1012.6,867.6,0.2,0.2,0.2,195.7,0.0
2019-11-08 14:26:00,293.6,12.9,-2.6,27.3,27.4,45.8,1012.7,904.7,0.2,0.5,0.6,195.7,0.0
2019-11-08 14:36:00,292.1,13.3,-1.3,22.2,27.4,46.2,1012.8,882.2,0.3,0.4,0.4,195.7,0.0
2019-11-08 14:46:00,284.8,13.0,1.2,22.0,27.4,46.2,1012.8,867.3,0.5,0.5,0.5,195.9,0.0
2019-11-08 14:56:00,331.5,11.5,-0.6,22.6,27.4,46.2,1012.9,853.4,0.3,0.4,0.4,196.0,0.0
2019-11-08 15:06:00,328.4,11.0,1.9,17.4,27.4,46.1,1013.0,862.1,0.3,0.4,0.4,196.0,0.0
2019-11-08 15:16:00,339.5,13.2,1.9,19.0,27.4,46.3,1013.0,856.3,0.2,0.6,0.6,196.0,0.0
2019-11-08 15:26:00,305.6,11.7,1.0,18.9,27.4,46.3,1013.1,845.1,0.2,0.4,0.4,196.0,0.0
2019-11-08 15:36:00,328.0,10.0,3.1,17.5,27.5,46.4,1013.2,843.1,0.2,0.3,0.3,196.3,0.0
2019-11-08 15:46:00,312.4,11.2,-1.1,21.5,27.5,46.5,1013.2,830.5,0.1,0.2,0.2,196.4,0.0
2019-11-08 15:56:00,284.9,12.8,0.9,20.4,27.5,46.0,1013.2,852.0,0.4,0.5,0.6,196.4,0.0
2019-11-08 16:06:00,322.7,8.4,1.3,20.5,27.5,46.1,1013.3,837.6,0.2,0.2,0.2,196.4,0.0
2019-11-08 16:16:00,416.3,9.3,2.1,16.2,27.6,46.2,1013.4,824.9,0.3,0.4,0.9,196.7,0.0
2019-11-08 16:26:00,480.6,11.5,0.9,22.0,27.6,46.1,1013.4,816.0,0.2,0.4,0.4,196.7,0.0
2019-11-08 16:36:00,465.1,10.0,3.1,14.7,27.6,45.9,1013.6,827.8,0.1,0.1,0.1,196.7,0.0
2019-11-08 16:46:00,447.2,11.8,1.0,17.4,27.6,45.8,1013.7,824.9,0.4,0.5,0.5,196.7,0.0
2019-11-08 16:56:00,433.3,11.6,-0.1,18.2,27.6,45.7,1013.7,825.7,0.3,0.3,0.4,196.7,0.0
2019-11-08 17:06:00,443.5,12.0,0.2,16.6,27.6,45.8,1013.8,818.3,0.3,0.6,0.6,196.7,0.0
2019-11-08 17:16:00,540.9,12.0,0.3,17.0,27.5,45.7,1013.8,823.2,0.3,0.4,0.4,196.7,0.0
2019-11-08 17:26:00,562.2,14.0,2.4,14.9,27.5,45.7,1013.9,818.4,0.2,0.3,0.4,196.7,0.0
2019-11-08 17:36:00,552.7,13.3,0.5,18.3,27.5,45.7,1014.0,809.5,0.2,0.2,0.3,196.7,0.0
2019-11-08 17:46:00,543.4,13.5,0.9,15.7,27.4,45.7,1014.0,809.5,0.2,0.2,0.3,196.8,0.0
2019-11-08 17:56:00,546.6,14.7,2.3,15.4,27.4,46.1,1014.2,792.5,0.1,0.4,0.4,196.7,0.0
2019-11-08 18:06:00,542.7,14.9,0.2,19.5,27.4,45.7,1014.3,811.3,0.2,0.3,0.3,196.9,0.0
2019-11-08 18:17:00,409.9,27.1,2.1,21.0,27.3,45.9,1014.4,800.8,0.2,0.3,0.4,197.1,0.0
2019-11-08 18:27:00,538.3,13.1,2.2,17.7,27.3,45.7,1014.5,805.4,0.1,0.2,0.2,197.1,0.0
2019-11-08 18:37:00,537.8,12.7,3.3,14.1,27.2,45.7,1014.5,803.9,0.4,0.6,0.9,197.1,0.0
2019-11-08 18:47:00,532.3,14.2,1.6,16.2,27.2,45.7,1014.6,815.2,0.1,0.2,0.2,197.1,0.0
2019-11-08 18:57:00,531.3,18.2,1.9,17.0,27.2,45.7,1014.7,814.7,0.4,0.4,0.4,197.1,0.0
2019-11-08 19:07:00,532.2,13.1,2.5,19.5,27.1,45.7,1014.7,813.6,0.5,0.6,0.8,197.1,0.0
2019-11-08 19:17:00,530.1,13.8,2.8,16.8,27.1,45.7,1014.7,807.4,0.6,0.9,0.9,197.1,0.0
2019-11-08 19:27:00,538.2,12.6,2.4,17.5,27.1,45.7,1014.7,819.0,0.7,0.8,1.0,197.1,0.0
2019-11-08 19:37:00,525.8,12.5,3.4,17.9,27.1,45.7,1014.7,810.0,0.6,0.8,1.0,197.1,0.0
2019-11-08 19:47:00,461.0,18.1,3.0,12.3,27.0,45.7,1014.8,812.8,0.6,0.9,1.1,197.1,0.0
2019-11-08 19:57:00,527.4,11.9,1.5,17.9,27.0,45.7,1015.0,814.0,0.7,0.9,1.0,197.1,0.0
2019-11-08 20:07:00,527.3,12.6,4.7,15.3,27.0,46.1,1015.0,798.2,1.4,1.8,2.2,197.1,0.0
2019-11-08 20:17:00,519.6,13.1,3.1,19.6,26.9,45.8,1015.1,818.2,0.7,1.1,1.1,197.1,0.0
2019-11-08 20:27:00,466.6,14.8,3.0,12.2,26.9,45.8,1015.3,816.5,0.5,0.7,0.7,197.4,0.0
2019-11-08 20:37:00,511.2,11.9,2.6,18.1,26.9,45.8,1015.3,814.4,0.5,0.7,0.8,197.4,0.0
2019-11-08 20:47:00,503.4,11.4,2.9,18.9,26.9,45.8,1015.4,810.6,0.4,0.6,0.6,197.4,0.0
2019-11-08 20:57:00,516.3,13.4,3.2,16.8,26.9,45.8,1015.4,818.2,0.3,0.4,0.6,197.4,0.0
2019-11-08 21:07:00,509.3,15.6,4.0,16.0,26.8,45.8,1015.5,819.9,0.3,0.6,0.7,197.4,0.0
2019-11-08 21:17:00,506.5,14.1,2.6,19.3,26.8,45.8,1015.8,819.9,0.4,0.4,0.5,197.4,0.0
2019-11-08 21:27:00,500.9,12.0,4.4,14.2,26.8,45.8,1016.0,821.4,0.5,0.9,0.9,197.4,0.0
2019-11-08 21:37:00,493.8,10.6,3.6,14.5,26.8,45.7,1016.0,829.8,0.6,0.7,0.7,197.4,0.0
2019-11-08 21:47:00,503.8,11.2,1.9,17.8,26.8,45.7,1016.1,826.6,0.6,0.8,0.8,197.4,0.0
2019-11-08 21:57:00,432.4,12.9,1.3,17.4,26.7,45.7,1016.1,830.3,0.6,0.7,0.8,197.5,0.0
2019-11-08 22:07:00,500.2,9.9,4.5,15.1,26.7,45.8,1016.2,816.1,0.5,0.7,0.8,197.8,0.0
2019-11-08 22:17:00,503.3,12.2,4.3,14.9,26.7,46.0,1016.3,820.5,0.8,0.8,1.0,197.6,0.0
2019-11-08 22:27:00,485.2,12.0,1.6,17.4,26.7,45.7,1016.3,832.6,0.5,0.8,1.1,197.8,0.0
2019-11-08 22:37:00,383.9,19.5,3.3,15.2,26.7,45.7,1016.3,834.9,0.5,0.8,0.8,197.8,0.0
2019-11-08 22:47:00,489.3,10.4,2.2,18.5,26.6,45.7,1016.4,831.4,0.6,0.6,0.7,197.8,0.0
2019-11-08 22:57:00,500.0,10.7,3.0,17.1,26.6,45.9,1016.4,820.4,0.6,0.8,0.8,197.8,0.0
2019-11-08 23:07:00,485.9,10.8,3.6,15.1,26.6,45.7,1016.4,839.6,0.3,0.4,0.4,197.8,0.0
2019-11-08 23:17:00,483.7,14.2,2.8,15.7,26.6,45.7,1016.4,835.4,0.5,0.6,0.8,197.8,0.0
2019-11-08 23:27:00,485.8,11.3,2.7,15.0,26.6,45.7,1016.5,836.6,0.2,0.4,0.9,197.8,0.0
2019-11-08 23:37:00,486.6,11.3,1.7,15.8,26.6,45.7,1016.5,831.2,0.6,0.6,0.6,197.8,0.0
2019-11-08 23:47:00,486.0,10.4,2.9,17.9,26.5,45.7,1016.5,842.3,0.7,0.9,0.9,197.8,0.0
2019-11-08 23:57:00,476.6,12.1,1.7,16.0,26.5,45.7,1016.6,840.2,0.6,0.7,0.7,198.0,0.0
2019-11-09 00:07:00,485.0,10.1,2.6,15.7,26.5,45.7,1016.4,836.8,0.5,0.6,0.6,198.1,0.0
2019-11-09 00:17:00,483.6,10.3,2.5,16.3,26.5,45.7,1016.4,836.7,0.4,0.5,0.5,198.1,0.0
2019-11-09 00:27:00,489.9,10.3,2.4,16.7,26.5,45.6,1016.5,844.8,0.5,0.8,0.8,198.1,0.0
2019-11-09 00:37:00,478.0,9.6,1.4,18.4,26.5,45.6,1016.5,844.7,0.5,0.7,0.8,198.1,0.0
2019-11-09 00:47:00,379.3,16.5,2.8,16.8,26.5,45.6,1016.4,847.2,0.3,0.5,0.5,198.1,0.0
2019-11-09 00:57:00,487.7,9.9,2.0,16.4,26.4,45.6,1016.4,848.1,0.3,0.5,0.6,198.1,0.0
2019-11-09 01:07:00,479.7,11.4,2.3,15.0,26.4,45.9,1016.3,836.3,0.3,0.5,0.6,198.1,0.0
2019-11-09 01:17:00,482.0,10.2,0.9,16.6,26.4,45.6,1016.2,852.3,0.5,0.6,0.6,198.1,0.0
2019-11-09 01:27:00,447.4,18.6,3.7,12.5,26.4,45.6,1016.1,853.1,0.4,0.5,0.5,198.2,0.0
2019-11-09 01:37:00,476.1,9.6,3.4,14.5,26.4,45.6,1016.2,852.3,0.4,0.5,0.8,198.5,0.0
2019-11-09 01:47:00,485.4,9.9,3.0,15.7,26.4,45.6,1016.2,848.4,0.5,0.6,0.8,198.5,0.0
2019-11-09 01:57:00,472.7,9.1,2.6,15.6,26.4,45.5,1016.2,858.5,0.5,0.7,0.7,198.5,0.0
2019-11-09 02:07:00,480.7,10.5,1.1,14.3,26.3,45.5,1016.2,860.3,0.2,0.2,0.3,198.5,0.0
2019-11-09 02:17:00,470.7,10.4,2.1,16.5,26.3,45.4,1016.1,856.3,0.2,0.5,0.5,198.5,0.0
2019-11-09 02:27:00,474.9,9.9,1.9,15.7,26.3,45.4,1016.2,856.7,0.4,0.4,0.4,198.5,0.0
2019-11-09 02:37:00,469.4,9.5,2.0,16.9,26.3,45.4,1016.2,863.2,0.2,0.4,0.5,198.5,0.0
2019-11-09 02:47:00,469.5,9.7,3.1,14.0,26.3,45.4,1016.2,863.6,0.2,0.5,0.6,198.5,0.0
2019-11-09 02:57:00,395.2,11.8,1.6,17.0,26.3,45.3,1016.1,865.5,0.4,0.5,0.5,198.5,0.0
2019-11-09 03:07:00,471.3,10.7,2.4,17.6,26.3,45.3,1016.0,865.0,0.4,0.5,0.5,198.6,0.0
2019-11-09 03:17:00,472.2,11.1,2.3,15.3,26.2,45.6,1016.0,854.7,0.4,0.5,0.6,198.5,0.0
2019-11-09 03:27:00,457.5,10.3,3.0,15.7,26.2,45.3,1016.0,871.5,0.2,0.5,0.5,198.5,0.0
2019-11-09 03:37:00,470.0,13.8,4.0,13.7,26.2,45.2,1016.0,869.4,0.2,0.4,0.4,198.8,0.0
2019-11-09 03:47:00,456.2,10.8,3.4,14.1,26.2,45.2,1015.9,870.4,0.5,0.5,0.6,198.8,0.0
2019-11-09 03:57:00,458.5,7.9,1.8,17.0,26.2,45.2,1015.9,865.8,0.4,0.4,0.4,198.8,0.0
2019-11-09 04:07:00,451.9,9.4,2.5,16.1,26.2,45.2,1016.0,877.6,0.2,0.4,0.7,198.8,0.0
2019-11-09 04:17:00,441.0,12.6,2.8,15.7,26.2,45.1,1016.0,878.6,0.4,0.4,0.5,198.8,0.0
2019-11-09 04:27:00,459.1,9.1,2.0,16.8,26.2,45.1,1016.0,878.9,0.3,0.4,0.6,198.8,0.0
2019-11-09 04:37:00,455.1,10.3,1.8,18.0,26.1,45.1,1016.0,876.1,0.4,0.6,0.7,198.8,0.0
2019-11-09 04:47:00,452.1,9.5,2.8,14.8,26.1,45.0,1016.0,884.2,0.4,0.4,0.8,198.8,0.0
2019-11-09 04:57:00,454.9,9.7,3.2,13.4,26.1,45.0,1016.1,885.3,0.3,0.5,0.6,198.8,0.0
2019-11-09 05:07:00,357.8,13.1,1.4,18.1,26.1,45.0,1016.1,884.2,0.3,0.5,0.6,198.8,0.0
2019-11-09 05:17:00,453.7,10.3,1.2,16.8,26.1,44.9,1016.0,883.8,0.3,0.5,0.8,198.8,0.0
2019-11-09 05:27:00,443.5,9.4,1.1,19.4,26.1,45.4,1016.0,872.1,0.2,0.5,0.5,198.8,0.0
2019-11-09 05:37:00,448.5,9.1,3.2,13.3,26.1,44.9,1016.0,891.2,0.2,0.4,0.4,198.9,0.0
2019-11-09 05:47:00,417.0,10.4,2.3,15.3,26.1,44.9,1016.0,890.8,0.2,0.4,0.4,199.2,0.0
2019-11-09 05:57:00,445.1,8.5,3.3,14.6,26.1,44.9,1016.1,891.7,0.3,0.5,0.5,199.2,0.0
2019-11-09 06:07:00,450.4,10.7,0.6,17.7,26.0,44.9,1016.3,884.5,0.2,0.3,0.3,199.2,0.0
2019-11-09 06:17:00,439.9,10.9,3.5,12.9,26.0,44.8,1016.4,898.8,0.4,0.4,0.6,199.2,0.0
2019-11-09 06:27:00,436.0,9.4,2.1,14.5,26.0,44.8,1016.5,900.3,0.4,0.6,0.7,199.2,0.0
2019-11-09 06:37:00,440.6,6.9,3.5,15.3,26.0,44.8,1016.5,897.5,0.3,0.4,0.4,199.2,0.0
2019-11-09 06:48:00,436.7,9.3,1.2,18.8,26.0,44.8,1016.6,890.5,0.2,0.4,0.4,199.2,0.0
2019-11-09 06:58:00,437.9,10.3,2.6,16.9,26.0,44.8,1016.5,902.4,0.4,0.4,0.6,199.2,0.0
2019-11-09 07:08:00,435.7,8.9,3.6,13.6,26.0,44.8,1016.6,904.2,0.2,0.4,0.4,199.2,0.0
2019-11-09 07:18:00,329.7,1.5,3.3,10.8,26.0,44.8,1016.5,903.9,0.3,0.5,0.6,199.2,0.0
2019-11-09 07:28:00,427.4,9.3,1.2,17.2,26.0,44.8,1016.6,902.3,0.4,0.5,0.6,199.2,0.0
2019-11-09 07:38:00,432.3,10.5,2.7,15.9,25.9,45.0,1016.7,891.2,0.3,0.4,0.4,199.2,0.0
2019-11-09 07:48:00,433.1,10.1,2.0,16.9,25.9,44.7,1016.7,909.4,0.4,0.6,0.6,199.2,0.0
2019-11-09 07:58:00,381.8,13.3,2.1,14.7,25.9,44.7,1016.7,908.8,0.2,0.4,0.5,199.5,0.0
2019-11-09 08:08:00,431.8,9.3,1.6,16.4,25.9,44.8,1016.8,907.6,0.2,0.5,0.6,199.5,0.0
2019-11-09 08:18:00,442.3,9.9,2.4,16.9,25.9,44.8,1016.8,900.6,0.2,0.4,0.8,199.5,0.0
2019-11-09 08:28:00,437.6,8.0,1.9,16.3,25.9,44.8,1016.9,909.6,0.2,0.5,0.5,199.5,0.0
2019-11-09 08:38:00,428.3,12.4,1.7,18.1,25.9,44.8,1017.0,909.9,0.3,0.4,0.4,199.5,0.0
2019-11-09 08:48:00,439.3,8.2,3.1,15.6,25.9,44.8,1017.0,908.3,0.2,0.3,0.3,199.5,0.0
2019-11-09 08:58:00,443.8,10.5,1.3,15.8,25.9,44.8,1017.2,905.3,0.2,0.4,0.4,199.5,0.0
2019-11-09 09:08:00,445.7,9.4,3.9,15.3,25.9,44.8,1017.2,913.2,0.2,0.3,0.3,199.5,0.0
2019-11-09 09:18:00,436.8,10.8,1.4,17.2,25.9,44.8,1017.3,912.8,0.2,0.2,0.4,199.5,0.0
2019-11-09 09:28:00,394.1,11.1,3.3,17.9,25.9,44.8,1017.2,912.5,0.2,0.3,0.3,199.5,0.0
2019-11-09 09:38:00,437.8,10.4,2.4,14.9,25.9,44.8,1017.3,911.1,0.4,0.6,0.6,199.5,0.0
2019-11-09 09:48:00,445.7,9.2,2.3,18.0,25.8,45.2,1017.2,901.2,0.2,0.2,0.2,199.5,0.0
2019-11-09 09:58:00,427.6,9.9,2.2,17.2,25.8,44.9,1017.1,916.5,0.1,0.2,0.2,199.5,0.0
2019-11-09 10:08:00,389.7,4.8,2.9,19.4,25.8,44.9,1017.0,915.6,0.1,0.3,0.4,199.9,0.0
2019-11-09 10:18:00,440.7,8.8,2.7,17.4,25.8,44.9,1017.0,912.9,0.3,0.3,0.4,199.9,0.0
2019-11-09 10:28:00,443.6,6.9,2.7,18.0,25.8,45.0,1017.0,907.3,0.3,0.6,0.6,199.9,0.0
2019-11-09 10:38:00,435.9,8.2,3.7,17.7,25.8,45.0,1017.0,918.8,0.4,0.6,0.6,199.9,0.0
2019-11-09 10:48:00,416.0,9.9,3.5,14.2,25.8,45.0,1017.0,918.1,0.4,0.4,0.5,199.9,0.0
2019-11-09 10:58:00,436.5,9.2,4.4,15.8,25.8,45.0,1017.0,915.6,0.5,0.6,0.6,199.9,0.0
2019-11-09 11:08:00,442.5,9.6,2.5,15.6,25.8,45.0,1017.0,908.3,0.2,0.3,0.3,199.9,0.0
2019-11-09 11:18:00,445.9,10.1,1.3,18.3,25.8,45.0,1017.0,918.2,0.4,0.5,0.5,199.9,0.0
2019-11-09 11:28:00,433.9,9.5,3.3,14.6,25.8,45.0,1016.9,916.5,0.3,0.5,0.5,199.9,0.0
2019-11-09 11:38:00,444.7,9.6,4.0,14.0,25.8,45.1,1017.0,916.2,0.3,0.3,0.4,199.9,0.0
2019-11-09 11:48:00,443.9,7.7,2.6,16.8,25.8,45.1,1017.0,914.6,0.6,0.7,0.7,199.9,0.0
2019-11-09 11:58:00,444.9,8.9,1.8,17.0,25.7,45.5,1017.0,899.6,1.7,1.8,1.8,199.9,0.0
2019-11-09 12:08:00,450.8,8.4,2.3,15.0,25.8,45.2,1016.8,915.6,0.3,0.4,0.5,200.0,0.0
2019-11-09 12:18:00,370.2,15.2,4.1,11.0,25.8,45.2,1016.9,915.7,0.4,0.6,0.7,200.2,0.0
2019-11-09 12:28:00,438.4,8.5,2.6,17.6,25.8,45.2,1016.6,912.5,0.4,0.6,0.8,200.2,0.0
2019-11-09 12:38:00,444.5,8.3,3.2,16.5,25.7,45.3,1016.5,905.7,0.5,0.6,0.6,200.2,0.0
2019-11-09 12:48:00,438.2,9.7,3.0,16.5,25.8,45.3,1016.4,918.2,0.5,0.5,0.8,200.2,0.0
2019-11-09 12:58:00,363.9,21.5,4.9,10.0,25.8,45.3,1016.4,913.7,0.5,0.5,0.6,200.2,0.0
2019-11-09 13:08:00,445.5,9.8,3.1,17.5,25.8,45.4,1016.3,915.3,0.4,0.5,0.8,200.2,0.0
2019-11-09 13:18:00,440.6,8.3,1.7,20.3,25.7,45.5,1016.2,911.2,0.5,0.6,0.8,200.2,0.0
2019-11-09 13:28:00,447.7,7.3,4.2,13.2,25.7,45.5,1016.2,917.1,0.4,0.6,0.7,200.2,0.0
2019-11-09 13:38:00,384.2,11.3,4.5,11.4,25.7,45.5,1016.4,917.8,0.5,0.8,0.8,200.2,0.0
2019-11-09 13:48:00,439.1,7.4,3.8,13.6,25.7,45.6,1016.6,917.9,0.6,0.8,1.3,200.2,0.0
2019-11-09 13:58:00,433.8,6.9,4.7,15.1,25.7,45.7,1016.4,916.7,0.8,0.9,0.9,200.6,0.0
2019-11-09 14:08:00,427.4,10.5,3.4,17.9,25.7,46.0,1016.1,903.0,0.4,0.6,0.6,200.5,0.0
2019-11-09 14:18:00,421.6,12.8,4.4,12.9,25.7,45.7,1016.0,920.2,0.4,0.6,0.6,200.6,0.0
2019-11-09 14:29:00,361.5,15.0,4.4,16.8,25.7,45.7,1015.9,917.4,0.6,0.9,1.1,200.6,0.0
2019-11-09 14:39:00,433.3,8.3,3.1,18.6,25.7,45.7,1015.8,913.7,0.5,0.8,0.9,200.6,0.0
2019-11-09 14:50:00,431.6,8.8,6.0,11.4,25.7,45.9,1015.8,894.2,0.6,0.8,0.8,200.6,0.0
2019-11-09 15:00:00,432.3,8.0,3.4,15.0,25.7,45.8,1015.4,919.1,0.8,0.9,0.9,200.6,0.0
2019-11-09 15:10:00,439.1,9.4,3.8,15.0,25.7,45.8,1015.3,920.6,0.6,0.8,0.8,200.6,0.0
2019-11-09 15:20:00,424.1,8.6,3.3,17.0,25.7,45.8,1015.3,920.2,0.6,0.9,1.0,200.6,0.0
2019-11-09 15:30:00,429.2,8.1,4.5,15.3,25.7,45.9,1015.4,910.2,0.4,0.7,0.8,200.6,0.0
2019-11-09 15:40:00,431.7,9.0,2.0,15.7,25.7,45.8,1015.5,923.8,0.4,0.6,0.7,200.6,0.0
2019-11-09 15:50:00,420.6,7.8,3.1,16.7,25.7,45.9,1015.4,919.6,0.6,0.9,0.9,200.6,0.0
2019-11-09 16:00:00,369.4,11.6,3.8,15.4,25.7,46.0,1015.3,916.5,0.7,0.9,1.1,200.9,0.0
2019-11-09 16:10:00,423.2,9.7,4.3,16.9,25.6,46.0,1015.1,912.9,0.7,0.9,1.0,200.9,0.0
2019-11-09 16:20:00,426.9,10.1,2.5,19.9,25.6,46.0,1015.1,924.7,0.8,1.0,1.0,200.6,0.0
2019-11-09 16:30:00,426.6,9.5,3.3,16.6,25.7,46.1,1015.0,918.1,0.8,1.0,1.0,200.9,0.0
2019-11-09 16:40:00,422.1,2.8,5.0,14.7,25.6,46.1,1014.9,916.7,0.6,0.8,0.9,200.9,0.0
2019-11-09 16:50:00,428.6,8.3,2.2,17.3,25.6,46.1,1014.9,915.7,0.8,1.1,1.2,200.9,0.0
2019-11-09 17:00:00,421.6,8.0,2.7,16.6,25.6,46.4,1014.8,901.2,0.6,0.7,0.8,200.9,0.0
2019-11-09 17:10:00,412.0,8.0,3.6,15.4,25.6,46.1,1014.8,921.3,0.8,0.9,0.9,200.9,0.0
2019-11-09 17:20:00,397.7,12.8,3.3,18.0,25.6,46.1,1014.5,917.3,0.6,0.8,0.8,200.9,0.0
2019-11-09 17:30:00,430.0,8.0,1.4,18.7,25.6,46.1,1014.4,917.6,0.5,0.8,0.8,200.9,0.0
2019-11-09 17:41:00,423.8,10.3,3.3,17.0,25.6,46.2,1014.3,902.1,0.7,0.8,1.2,200.9,0.0
2019-11-09 17:51:00,410.7,8.3,4.3,14.5,25.6,46.2,1014.1,923.2,0.7,0.8,0.9,200.9,0.0
2019-11-09 18:01:00,410.5,9.8,1.4,20.1,25.6,46.1,1014.1,922.6,0.6,0.9,0.9,201.3,0.0
2019-11-09 18:11:00,421.4,8.8,1.5,19.2,25.6,46.1,1014.0,920.4,0.7,0.8,0.8,201.3,0.0
2019-11-09 18:21:00,415.9,7.1,2.7,15.8,25.6,46.2,1013.8,915.7,0.6,0.6,0.6,201.3,0.0
2019-11-09 18:31:00,419.1,9.6,3.0,14.4,25.6,46.1,1013.8,925.1,0.6,1.0,1.0,201.2,0.0
2019-11-09 18:41:00,411.5,11.1,2.5,14.6,25.6,46.1,1013.8,924.2,0.6,0.8,0.8,201.3,0.0
2019-11-09 18:51:00,366.8,11.5,3.4,20.5,25.6,46.1,1013.7,922.9,0.6,0.9,0.9,201.3,0.0
2019-11-09 19:01:00,420.5,10.3,3.8,14.2,25.6,46.1,1013.5,915.0,0.6,0.9,0.9,201.3,0.0
2019-11-09 19:11:00,415.5,9.5,4.5,14.3,25.5,46.4,1013.4,912.9,0.8,1.0,1.0,201.3,0.0
2019-11-09 19:21:00,417.9,8.5,3.2,14.6,25.6,46.1,1013.4,924.8,0.5,0.8,0.8,201.3,0.0
2019-11-09 19:31:00,375.7,12.2,2.5,15.5,25.5,46.1,1013.5,922.8,0.5,0.6,0.6,201.3,0.0
2019-11-09 19:41:00,416.8,8.8,3.0,14.9,25.5,46.0,1013.7,921.7,0.7,0.8,0.9,201.3,0.0
2019-11-09 19:51:00,419.2,8.0,2.2,16.9,25.5,46.4,1013.8,899.4,0.4,0.5,0.5,201.3,0.0
2019-11-09 20:01:00,415.3,8.8,2.5,17.1,25.5,46.1,1013.8,924.7,0.5,0.7,0.8,201.3,0.0
2019-11-09 20:11:00,432.4,9.2,3.9,12.7,25.5,46.1,1013.9,921.3,0.6,0.8,0.8,201.6,0.0
2019-11-09 20:21:00,421.4,8.3,1.7,18.5,25.5,46.0,1013.8,919.2,0.5,0.8,0.8,201.6,0.0
2019-11-09 20:31:00,433.2,7.4,1.6,15.9,25.5,46.1,1013.8,911.6,0.6,0.8,0.8,201.3,0.0
2019-11-09 20:41:00,419.8,8.1,2.5,18.1,25.5,46.0,1013.7,922.1,0.6,0.6,0.6,201.3,0.0
2019-11-09 20:51:00,428.4,7.8,1.4,19.0,25.5,46.0,1013.4,922.4,0.5,0.7,0.8,201.4,0.0
2019-11-09 21:02:00,401.9,12.9,3.2,14.0,25.5,46.0,1013.4,918.4,0.5,0.6,0.6,201.6,0.0
2019-11-09 21:12:00,423.9,8.0,3.4,14.5,25.5,46.1,1013.3,920.2,0.6,0.8,0.8,201.6,0.0
2019-11-09 21:22:00,425.5,8.8,2.3,16.2,25.5,46.0,1013.4,927.4,0.5,0.8,0.8,201.6,0.0
2019-11-09 21:32:00,427.0,9.0,1.6,16.8,25.5,46.0,1013.2,923.4,0.6,0.7,0.8,201.6,0.0
2019-11-09 21:42:00,424.3,8.1,2.3,18.4,25.5,46.1,1012.9,926.4,0.4,0.6,0.6,201.6,0.0
2019-11-09 21:52:00,411.9,9.0,2.2,17.1,25.4,46.1,1013.1,923.9,0.5,0.7,0.7,201.6,0.0
2019-11-09 22:04:00,417.9,7.5,2.6,14.6,25.4,46.4,1012.9,870.3,0.3,0.4,0.4,201.6,0.0
2019-11-09 22:14:00,418.2,7.3,2.8,15.8,25.4,45.9,1012.6,925.0,0.2,0.5,0.5,201.6,0.0
2019-11-09 22:24:00,429.4,8.3,2.3,14.8,25.4,46.0,1012.6,922.6,0.6,0.8,0.8,201.6,0.0
2019-11-09 22:34:00,419.0,9.5,1.4,18.3,25.4,46.0,1012.5,924.3,0.4,0.6,0.6,201.6,0.0
2019-11-09 22:44:00,417.3,9.2,1.7,15.7,25.4,46.0,1012.5,917.3,0.5,0.5,0.6,201.6,0.0
2019-11-09 22:54:00,425.0,7.4,2.6,16.4,25.4,46.0,1012.6,925.8,0.4,0.5,0.5,201.6,0.0
2019-11-09 23:05:00,422.8,7.5,1.7,18.7,25.4,46.0,1012.6,926.7,0.5,0.5,0.6,202.0,0.0
2019-11-09 23:15:00,427.4,9.1,1.5,18.4,25.4,46.0,1012.3,926.2,0.4,0.6,0.8,202.0,0.0
2019-11-09 23:25:00,432.2,7.2,2.5,13.9,25.4,46.0,1012.1,916.8,0.3,0.4,0.4,202.0,0.0
2019-11-09 23:35:00,429.1,6.8,2.4,16.5,25.4,46.0,1012.0,927.6,0.4,0.6,0.6,201.6,0.0
2019-11-09 23:45:00,426.3,7.2,3.5,16.2,25.4,46.0,1012.4,924.8,0.5,0.6,0.6,202.0,0.0
